FLUXO ATUARIAL   -   CIVIL   -   PLANO PREVIDENCIÁRIO   -   BENEFÍCIOS AVALIADOS EM REGIME FINANCEIRO DE CAPITALIZAÇÃO   -   GERAÇÃO ATUAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INFORMAÇÕES PRELIMINARES;;;;;CONTRIBUIÇÕES FUTURAS DE APOSENTADOS  E PENSIONISTAS -  BENEFÍCIOS CONCEDIDOS;;;;;;;CONTRIBUIÇÕES FUTURAS DO ENTE - BENEFÍCIOS A CONCEDER;;;;;;;;CONTRIBUIÇÕES FUTURAS DOS ATIVOS - BENEFÍCIOS A CONCEDER;;;;;;;;CONTRIB. FUT. APOSENTADOS - BENEF. A CONCEDER;;;;;CONTRIB. FUT. PENSIONISTAS - BENEF. A CONCEDER;;;;;;OUTRAS RECEITAS - BENEF. A CONCEDER;;;;TOTAL;ENCARGOS - BENEFÍCIOS CONCEDIDOS;;;;;;;ENCARGOS - BENEFÍCIOS A CONCEDER;;;;;;;;;;TOTAL;RESULTADOS;;;;
64;2083;6,00;0,02401;0,00;0,00;0,00;0,00;0,00;0,00;0,00;904,86111;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.930,7931;6.273,68507;1.657,10803;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24.422,66196;0,00;0,00;0,00;33.258,31617;1.251,21685;0,00001;0,00;0,00;0,00;1.251,21684;0,00;321.452,07574;158.909,08857;62.088,05094;0,00;14.375,52902;5.250,77043;77.291,27719;0,00;3.537,35959;0,00;322.703,29259;-289.444,97642;225.390.837,14235;6,00;13.506.500,50439;238.614.842,2442
65;2084;6,00;0,02265;0,00;0,00;0,00;0,00;0,00;0,00;0,00;706,42908;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.583,01686;5.252,61309;1.330,40376;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19.066,8804;0,00;0,00;0,00;26.356,32634;1.169,76871;0,00;0,00;0,00;0,00;1.169,76871;0,00;246.421,50758;125.509,75478;47.023,69117;0,00;13.065,54019;3.944,87279;54.116,01635;0,00;2.761,6323;0,00;247.591,27629;-221.234,94995;238.609.831,27258;6,00;14.303.616,43766;252.697.223,73191
66;2085;6,00;0,02137;0,00;0,00;0,00;0,00;0,00;0,00;0,00;542,7025;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.375,74563;4.324,88287;1.050,86276;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.647,81657;0,00;0,00;0,00;20.566,2647;1.088,24462;0,00;0,00;0,00;0,00;1.088,24462;0,00;189.609,98157;97.501,82272;35.044,15315;0,00;12.029,43666;2.914,16161;39.998,82894;0,00;2.121,57849;0,00;190.698,22619;-170.131,96149;252.693.588,01189;6,00;15.151.625,50623;267.678.717,27665
67;2086;6,00;0,02016;0,00;0,00;0,00;0,00;0,00;0,00;0,00;409,42603;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.310,55124;3.494,30271;816,24854;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.050,61693;0,00;0,00;0,00;15.770,5942;1.007,28583;0,00;0,00;0,00;0,00;1.007,28583;0,00;143.497,89439;74.316,44305;25.678,99296;0,00;11.275,64975;2.118,02332;28.508,22245;0,00;1.600,56286;0,00;144.505,18022;-128.734,58602;267.676.121,9874;6,00;16.052.998,96144;283.602.981,65207
68;2087;6,00;0,01902;0,00;0,00;0,00;0,00;0,00;0,00;0,00;302,16973;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.379,76939;2.757,44458;622,32481;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8.155,71489;0,00;0,00;0,00;11.837,65402;927,04224;0,00;0,00;0,00;0,00;927,04224;0,00;104.973,29954;55.328,78935;18.471,09639;0,00;10.786,45386;1.510,74259;17.694,94987;0,00;1.181,26748;0,00;105.900,34178;-94.062,68776;283.601.192,57975;6,00;17.010.535,13786;300.519.454,10217
69;2088;6,00;0,01794;0,00;0,00;0,00;0,00;0,00;0,00;0,00;217,37132;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.582,09587;2.116,71111;465,38475;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.866,96264;0,00;0,00;0,00;8.666,42983;848,1799;0,00;0,00;0,00;0,00;848,1799;0,00;75.434,09097;40.060,64079;13.028,65647;0,00;10.539,54238;1.050,25025;9.905,23471;0,00;849,76636;0,00;76.282,27087;-67.615,84104;300.518.241,07398;6,00;18.027.110,29567;318.478.948,5568
70;2089;6,00;0,01692;0,00;0,00;0,00;0,00;0,00;0,00;0,00;151,81102;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.914,04083;1.573,61369;340,42714;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.097,45679;0,00;0,00;0,00;6.163,30865;771,36844;0,00;0,00;0,00;0,00;771,36844;0,00;53.992,54753;28.088,74568;8.988,54886;0,00;10.491,1415;705,01695;5.125,62205;0,00;593,47249;0,00;54.763,91597;-48.600,60732;318.478.126,23453;6,00;19.105.820,87697;337.536.168,82645
71;2090;6,00;0,01596;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102,44625;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.370,07494;1.128,05971;242,01524;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.765,07651;0,00;0,00;0,00;4.237,59771;696,8208;0,00;0,00;0,00;0,00;696,8208;0,00;39.134,73281;18.993,23039;6.027,54749;0,00;10.671,61212;453,94555;2.587,9057;0,00;400,49156;0,00;39.831,55361;-35.593,9559;337.535.600,74691;6,00;20.250.034,49223;357.750.609,36278
72;2091;6,00;0,01506;0,00;0,00;0,00;0,00;0,00;0,00;0,00;66,42121;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;941,8737;776,62495;165,24874;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.792,74223;0,00;0,00;0,00;2.801,03714;624,77085;0,00;0,00;0,00;0,00;624,77084;0,00;28.986,4039;12.338,72188;3.883,54359;0,00;11.021,73647;279,66754;1.203,07501;0,00;259,65941;0,00;29.611,17475;-26.810,13761;357.750.205,60211;6,00;21.463.427,95351;379.187.227,17868
73;2092;6,00;0,01421;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41,19963;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;620,26022;513,90336;106,35687;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.111,99886;0,00;0,00;0,00;1.773,45871;555,86708;0,00;0,00;0,00;0,00;555,86707;0,00;22.732,68001;7.703,87797;2.358,43904;0,00;11.505,44875;164,58884;839,26435;0,00;161,06106;0,00;23.288,54709;-21.515,08838;379.186.921,44928;6,00;22.749.942,72542;401.915.654,81572
74;2093;6,00;0,01341;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,41565;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;391,41898;328,62157;62,79741;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;658,99081;0,00;0,00;0,00;1.074,82544;490,3141;0,00;0,00;0,00;0,00;490,3141;0,00;19.112,02992;4.648,99097;1.314,12164;0,00;12.084,79425;91,1079;877,56744;0,00;95,44772;0,00;19.602,34402;-18.527,51858;401.915.406,3617;6,00;24.113.827,63783;426.010.954,93497
75;2094;6,00;0,01265;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,84086;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;237,36156;204,0922;33,26936;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;373,57175;0,00;0,00;0,00;624,77416;428,66787;0,00;0,00;0,00;0,00;428,66787;0,00;17.161,53856;2.723,64687;656,74989;0,00;12.755,16963;45,61593;926,2484;0,00;54,10784;0,00;17.590,20643;-16.965,43227;426.010.740,32225;6,00;25.559.639,37016;451.553.628,87286
76;2095;6,00;0,01193;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,46101;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;137,47033;122,20336;15,26697;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;201,37644;0,00;0,00;0,00;346,30778;371,07238;0,00;0,00;0,00;0,00;371,07238;0,00;16.344,85711;1.538,00393;284,22238;0,00;13.494,04831;19,51136;979,90392;0,00;29,16721;0,00;16.715,92949;-16.369,62171;451.553.433,58327;6,00;27.092.235,55507;478.629.494,80622
77;2096;6,00;0,01125;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,77894;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,10888;69,56468;5,5442;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;101,99551;0,00;0,00;0,00;180,88333;317,67374;0,00;0,00;0,00;0,00;317,67374;0,00;16.275,72091;825,6104;97,33227;0,00;14.293,32545;6,73442;1.037,94542;0,00;14,77295;0,00;16.593,39465;-16.412,51132;478.629.310,16547;6,00;28.716.784,93769;507.329.867,23259
78;2097;6,00;0,01061;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,78707;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,35481;37,0209;1,33391;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,23405;0,00;0,00;0,00;88,37594;268,61732;0,00;0,00;0,00;0,00;268,61732;0,00;16.687,47264;414,37753;22,08544;0,00;15.142,56433;1,84415;1.099,61502;0,00;6,98618;0,00;16.956,08996;-16.867,71402;507.329.688,26615;6,00;30.438.779,97111;537.751.779,48968
79;2098;6,00;0,01001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,77891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,94122;17,78793;0,15329;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,02329;0,00;0,00;0,00;39,74343;224,0423;0,00;0,00;0,00;0,00;224,0423;0,00;17.409,49867;187,8423;2,39443;0,00;16.050,21054;0,48039;1.165,52601;0,00;3,045;0,00;17.633,54097;-17.593,79754;537.751.603,37577;6,00;32.264.051,14153;569.998.236,83367
80;2099;6,00;0,00944;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,29143;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,14528;7,1416;0,00367;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,86572;0,00;0,00;0,00;15,30242;184,26752;0,00;0,00;0,00;0,00;184,26752;0,00;18.327,72671;71,1216;0,05412;0,00;17.019,34402;0,16566;1.235,90205;0,00;1,13926;0,00;18.511,99423;-18.496,69181;569.998.062,2249;6,00;34.198.784,40851;604.178.524,55037
81;2100;6,00;0,00891;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,07769;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,01857;2,01855;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,09684;0,00;0,00;0,00;4,19309;149,13551;0,00;0,00;0,00;0,00;149,13551;0,00;19.360,47461;18,97364;0,00032;0,00;18.031,71802;0,06083;1.309,4181;0,00;0,3037;0,00;19.509,61012;-19.505,41703;604.178.350,75711;6,00;36.249.541,148;640.408.560,28134
82;2101;6,00;0,00841;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00968;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,26635;0,26633;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,26116;0,00;0,00;0,00;0,53719;118,83085;0,00;0,00;0,00;0,00;118,83085;0,00;20.493,44252;2,36291;0,00028;0,00;19.103,75833;0,01619;1.387,26698;0,00;0,03783;0,00;20.612,27337;-20.611,73618;640.408.386,93664;6,00;38.423.276,91271;678.811.225,45787
83;2102;6,00;0,00793;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00023;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00665;0,00662;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00615;0,00;0,00;0,00;0,01303;93,35134;0,00;0,00;0,00;0,00;93,35134;0,00;21.731,39818;0,05542;0,00028;0,00;20.260,10183;0,00202;1.471,23774;0,00;0,00089;0,00;21.824,74952;-21.824,73649;678.811.052,38771;6,00;40.727.364,04328;719.516.764,76466
84;2103;6,00;0,00748;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00008;0,00006;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00008;0,00;0,00;0,00;0,00016;72,27949;0,00;0,00;0,00;0,00;72,27949;0,00;23.038,70705;0,00047;0,00027;0,00;21.478,95823;0,00005;1.559,74804;0,00;0,00001;0,00;23.110,98654;-23.110,98638;719.516.591,89448;6,00;43.169.619,2267;762.663.273,00498
85;2104;6,00;0,00706;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00007;0,00005;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00007;0,00;0,00;0,00;0,00014;55,15151;0,00;0,00;0,00;0,00;55,15151;0,00;24.409,2815;0,00039;0,00024;0,00;22.756,74328;0,00;1.652,53758;0,00;0,00001;0,00;24.464,43301;-24.464,43287;762.663.100,28608;6,00;45.758.328,51433;808.397.137,08644
86;2105;6,00;0,00666;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00007;0,00005;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00006;0,00;0,00;0,00;0,00014;41,35858;0,00;0,00;0,00;0,00;41,35858;0,00;25.875,30433;0,00037;0,00021;0,00;24.123,51464;0,00;1.751,78909;0,00;0,00001;0,00;25.916,66291;-25.916,66277;808.396.964,48147;6,00;48.502.273,22542;856.873.493,64909
87;2106;6,00;0,00628;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00007;0,00005;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00006;0,00;0,00;0,00;0,00013;30,20676;0,00;0,00;0,00;0,00;30,20676;0,00;27.441,00733;0,00032;0,00018;0,00;25.583,21776;0,00;1.857,78906;0,00;0,00001;0,00;27.471,21409;-27.471,21396;856.873.321,12987;6,00;51.410.761,34611;908.256.783,78124
88;2107;6,00;0,00592;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00006;0,00004;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00005;0,00;0,00;0,00;0,00011;21,15103;0,00;0,00;0,00;0,00;21,15103;0,00;29.109,71711;0,00026;0,00015;0,00;27.138,95397;0,00;1.970,76272;0,00;0,00001;0,00;29.130,86814;-29.130,86803;908.256.611,3265;6,00;54.493.659,17479;962.721.312,088
89;2108;6,00;0,00558;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00005;0,00004;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00004;0,00;0,00;0,00;0,00009;13,86857;0,00;0,00;0,00;0,00;13,86857;0,00;30.883,4274;0,00024;0,00012;0,00;28.792,58199;0,00;2.090,84504;0,00;0,00001;0,00;30.897,29597;-30.897,29588;962.721.139,68109;6,00;57.761.424,88753;1.020.451.839,67965
90;2109;6,00;0,00526;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00005;0,00004;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00004;0,00;0,00;0,00;0,00009;8,26754;0,00;0,00;0,00;0,00;8,26754;0,00;32.762,26702;0,00022;0,0001;0,00;30.544,22196;0,00;2.218,04474;0,00;0,00001;0,00;32.770,53456;-32.770,53447;1.020.451.667,30664;6,00;61.225.144,14871;1.081.644.213,29389
91;2110;6,00;0,00496;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00005;0,00004;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00003;0,00;0,00;0,00;0,00008;4,27517;0,00;0,00;0,00;0,00;4,27517;0,00;34.743,85568;0,0002;0,00007;0,00;32.391,65474;0,00;2.352,20067;0,00;0,00;0,00;34.748,13085;-34.748,13077;1.081.644.040,94316;6,00;64.896.567,90979;1.146.506.033,07291
92;2111;6,00;0,00468;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00004;0,00003;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00002;0,00;0,00;0,00;0,00007;1,75912;0,00;0,00;0,00;0,00;1,75912;0,00;36.822,54784;0,00016;0,00006;0,00;34.329,61699;0,00;2.492,93062;0,00;0,00;0,00;36.824,30696;-36.824,30689;1.146.505.860,73515;6,00;68.788.152,52596;1.215.257.361,29198
93;2112;6,00;0,00442;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00004;0,00003;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00002;0,00;0,00;0,00;0,00006;0,48365;0,00;0,00;0,00;0,00;0,48365;0,00;38.988,58001;0,00014;0,00004;0,00;36.349,00623;0,00;2.639,5736;0,00;0,00;0,00;38.989,06366;-38.989,0636;1.215.257.188,96032;6,00;72.913.102,3337;1.288.131.474,56208
94;2113;6,00;0,00417;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00003;0,00003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00002;0,00;0,00;0,00;0,00005;0,06042;0,00;0,00;0,00;0,00;0,06042;0,00;41.326,02482;0,00012;0,00003;0,00;38.528,20324;0,00;2.797,82142;0,00;0,00;0,00;41.326,08524;-41.326,08519;1.288.131.302,2323;6,00;77.285.408,90861;1.365.375.557,3855
95;2114;6,00;0,00393;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00002;0,00002;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00;0,00;0,00;0,00003;0,00141;0,00;0,00;0,00;0,00;0,00141;0,00;43.849,75147;0,00008;0,00003;0,00;40.881,07062;0,00;2.968,68074;0,00;0,00;0,00;43.849,75288;-43.849,75285;1.365.375.385,05597;6,00;81.919.902,45796;1.447.251.610,09061
96;2115;6,00;0,00371;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00002;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00;0,00;0,00;0,00003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46.450,00623;0,00005;0,00002;0,00;43.305,28505;0,00;3.144,72111;0,00;0,00;0,00;46.450,00623;-46.450,0062;1.447.251.437,76109;6,00;86.832.309,60506;1.534.037.469,68947
97;2116;6,00;0,0035;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00;0,00;0,00;0,00002;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49.237,00657;0,00003;0,00001;0,00;45.903,60215;0,00;3.333,40438;0,00;0,00;0,00;49.237,00657;-49.237,00655;1.534.037.297,35995;6,00;92.039.293,96098;1.626.027.526,6439
98;2117;6,00;0,0033;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00001;0,00;0,00;0,00;0,00;0,00;0,00;0,00;52.221,06756;0,00002;0,00001;0,00;48.685,63865;0,00;3.535,42888;0,00;0,00;0,00;52.221,06756;-52.221,06755;1.626.027.354,31438;6,00;97.558.518,33458;1.723.533.823,91093
99;2118;6,00;0,00311;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;55.411,42215;0,00001;0,00;0,00;51.660,00242;0,00;3.751,41971;0,00;0,00;0,00;55.411,42215;-55.411,42215;1.723.533.651,58141;6,00;103.408.704,74933;1.826.887.117,23811
100;2119;6,00;0,00293;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58.815,53681;0,00001;0,00;0,00;54.833,65445;0,00;3.981,88236;0,00;0,00;0,00;58.815,53681;-58.815,53681;1.826.886.944,90859;6,00;109.609.698,10208;1.936.437.999,80338
101;2120;6,00;0,00276;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.936.437.999,80338;6,00;116.186.279,9882;2.052.624.279,79158
102;2121;6,00;0,0026;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.052.624.279,79158;6,00;123.157.456,7875;2.175.781.736,57908
103;2122;6,00;0,00245;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.175.781.736,57908;6,00;130.546.904,19475;2.306.328.640,77383
104;2123;6,00;0,00231;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.306.328.640,77383;6,00;138.379.718,44643;2.444.708.359,22026
105;2124;6,00;0,00218;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.444.708.359,22026;6,00;146.682.501,55322;2.591.390.860,77348
106;2125;6,00;0,00206;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.591.390.860,77348;6,00;155.483.451,64641;2.746.874.312,41989
